CP079719.1	CP079719.1	100.000	4053089	0	0	1	4053089	1	4053089	0.0	7.309e+06
CP079719.1	CP079719.1	99.861	5046	7	0	168773	173818	162836	167881	0.0	9069
CP079719.1	CP079719.1	99.861	5046	7	0	162836	167881	168773	173818	0.0	9069
CP079719.1	CP079719.1	99.583	5041	21	0	91919	96959	86034	91074	0.0	8997
CP079719.1	CP079719.1	99.583	5041	21	0	86034	91074	91919	96959	0.0	8997
CP079719.1	CP079719.1	98.604	5157	39	9	3092000	3097143	91075	85939	0.0	8965
CP079719.1	CP079719.1	98.604	5157	39	9	85939	91075	3097143	3092000	0.0	8965
CP079719.1	CP079719.1	99.425	5043	24	3	3092003	3097041	96957	91916	0.0	8955
CP079719.1	CP079719.1	99.820	4991	5	2	3091990	3096977	636295	631306	0.0	8955
CP079719.1	CP079719.1	99.820	4991	5	2	631306	636295	3096977	3091990	0.0	8955
CP079719.1	CP079719.1	99.425	5043	24	3	91916	96957	3097041	3092003	0.0	8955
CP079719.1	CP079719.1	99.920	4974	3	1	631307	636279	91984	96957	0.0	8949
CP079719.1	CP079719.1	99.920	4974	3	1	91984	96957	631307	636279	0.0	8949
CP079719.1	CP079719.1	99.839	4977	7	1	631307	636282	86099	91075	0.0	8936
CP079719.1	CP079719.1	99.839	4977	7	1	86099	91075	631307	636282	0.0	8936
CP079719.1	CP079719.1	98.478	5060	10	5	900629	905629	162949	168000	0.0	8817
CP079719.1	CP079719.1	98.478	5060	10	5	162949	168000	900629	905629	0.0	8817
CP079719.1	CP079719.1	99.251	4937	7	3	900629	905543	168886	173814	0.0	8751
CP079719.1	CP079719.1	99.251	4937	7	3	168886	173814	900629	905543	0.0	8751
CP079719.1	CP079719.1	99.650	3995	12	2	3091186	3095180	168693	164701	0.0	7135
CP079719.1	CP079719.1	99.650	3995	12	2	164701	168693	3095180	3091186	0.0	7135
CP079719.1	CP079719.1	99.876	3219	4	0	93782	97000	11179	14397	0.0	5788
CP079719.1	CP079719.1	99.876	3219	4	0	11179	14397	93782	97000	0.0	5788
CP079719.1	CP079719.1	98.636	3298	8	2	3091881	3095178	905629	902369	0.0	5770
CP079719.1	CP079719.1	98.636	3298	8	2	902369	905629	3095178	3091881	0.0	5770
CP079719.1	CP079719.1	99.843	3194	2	1	633102	636295	164701	167891	0.0	5736
CP079719.1	CP079719.1	99.843	3194	2	1	164701	167891	633102	636295	0.0	5736
CP079719.1	CP079719.1	99.937	3185	2	0	633102	636286	170638	173822	0.0	5735
CP079719.1	CP079719.1	99.937	3185	2	0	170638	173822	633102	636286	0.0	5735
CP079719.1	CP079719.1	99.812	3194	3	1	170638	173831	87895	91085	0.0	5732
CP079719.1	CP079719.1	99.812	3194	3	1	87895	91085	170638	173831	0.0	5732
CP079719.1	CP079719.1	99.937	3181	2	0	164701	167881	87895	91075	0.0	5728
CP079719.1	CP079719.1	99.937	3181	2	0	87895	91075	164701	167881	0.0	5728
CP079719.1	CP079719.1	99.937	3181	2	0	3092000	3095180	173818	170638	0.0	5728
CP079719.1	CP079719.1	99.937	3181	2	0	170638	173818	3095180	3092000	0.0	5728
CP079719.1	CP079719.1	99.969	3178	1	0	87897	91074	11179	14356	0.0	5727
CP079719.1	CP079719.1	99.969	3178	1	0	11179	14356	87897	91074	0.0	5727
CP079719.1	CP079719.1	99.969	3178	1	0	164701	167878	93780	96957	0.0	5727
CP079719.1	CP079719.1	99.969	3178	1	0	93780	96957	164701	167878	0.0	5727
CP079719.1	CP079719.1	99.969	3176	1	0	633104	636279	11179	14354	0.0	5724
CP079719.1	CP079719.1	99.969	3176	1	0	11179	14354	633104	636279	0.0	5724
CP079719.1	CP079719.1	99.937	3176	2	0	164703	167878	11179	14354	0.0	5719
CP079719.1	CP079719.1	99.937	3176	2	0	170640	173815	11179	14354	0.0	5719
CP079719.1	CP079719.1	99.937	3176	2	0	3092003	3095178	14354	11179	0.0	5719
CP079719.1	CP079719.1	99.937	3176	2	0	11179	14354	164703	167878	0.0	5719
CP079719.1	CP079719.1	99.937	3176	2	0	11179	14354	170640	173815	0.0	5719
CP079719.1	CP079719.1	99.937	3176	2	0	11179	14354	3095178	3092003	0.0	5719
CP079719.1	CP079719.1	99.906	3178	3	0	170638	173815	93780	96957	0.0	5718
CP079719.1	CP079719.1	99.906	3178	3	0	93780	96957	170638	173815	0.0	5718
CP079719.1	CP079719.1	99.906	3175	3	0	902369	905543	87897	91071	0.0	5713
CP079719.1	CP079719.1	99.906	3175	3	0	902369	905543	633104	636278	0.0	5713
CP079719.1	CP079719.1	99.906	3175	3	0	87897	91071	902369	905543	0.0	5713
CP079719.1	CP079719.1	99.906	3175	3	0	633104	636278	902369	905543	0.0	5713
CP079719.1	CP079719.1	99.874	3175	4	0	902369	905543	11179	14353	0.0	5708
CP079719.1	CP079719.1	99.874	3175	4	0	11179	14353	902369	905543	0.0	5708
CP079719.1	CP079719.1	99.843	3175	5	0	902369	905543	93782	96956	0.0	5704
CP079719.1	CP079719.1	99.843	3175	5	0	93782	96956	902369	905543	0.0	5704
CP079719.1	CP079719.1	95.988	2069	80	1	2505933	2507998	2481258	2483326	0.0	3356
CP079719.1	CP079719.1	95.988	2069	80	1	2481258	2483326	2505933	2507998	0.0	3356
CP079719.1	CP079719.1	96.212	2033	76	1	366494	368525	355726	357758	0.0	3316
CP079719.1	CP079719.1	96.212	2033	76	1	355726	357758	366494	368525	0.0	3316
CP079719.1	CP079719.1	99.676	1853	6	0	3095252	3097104	170624	168772	0.0	3315
CP079719.1	CP079719.1	99.676	1853	6	0	168772	170624	3097104	3095252	0.0	3315
CP079719.1	CP079719.1	99.044	1883	17	1	3095252	3097133	164687	162805	0.0	3312
CP079719.1	CP079719.1	99.044	1883	17	1	162805	164687	3097133	3095252	0.0	3312
CP079719.1	CP079719.1	98.662	1794	19	3	168835	170624	91916	93708	0.0	3119
CP079719.1	CP079719.1	98.662	1794	19	3	91916	93708	168835	170624	0.0	3119
CP079719.1	CP079719.1	98.549	1792	21	3	162900	164687	91918	93708	0.0	3106
CP079719.1	CP079719.1	98.549	1792	21	3	91918	93708	162900	164687	0.0	3106
CP079719.1	CP079719.1	98.440	1795	15	4	162901	164687	86034	87823	0.0	3105
CP079719.1	CP079719.1	98.440	1795	15	4	86034	87823	162901	164687	0.0	3105
CP079719.1	CP079719.1	98.329	1795	17	4	168838	170624	86034	87823	0.0	3096
CP079719.1	CP079719.1	98.329	1795	17	4	86034	87823	168838	170624	0.0	3096
CP079719.1	CP079719.1	99.826	1726	2	1	631306	633030	168899	170624	0.0	3096
CP079719.1	CP079719.1	99.826	1726	2	1	168899	170624	631306	633030	0.0	3096
CP079719.1	CP079719.1	99.768	1726	3	1	631306	633030	162962	164687	0.0	3092
CP079719.1	CP079719.1	99.768	1726	3	1	162962	164687	631306	633030	0.0	3092
CP079719.1	CP079719.1	99.032	1756	7	3	3095243	3096990	902382	900629	0.0	3086
CP079719.1	CP079719.1	99.032	1756	7	3	900629	902382	3096990	3095243	0.0	3086
CP079719.1	CP079719.1	99.196	1742	5	2	900642	902382	91984	93717	0.0	3078
CP079719.1	CP079719.1	99.196	1742	5	2	91984	93717	900642	902382	0.0	3078
CP079719.1	CP079719.1	99.537	1727	7	1	162968	164694	9270	10995	0.0	3076
CP079719.1	CP079719.1	99.537	1727	7	1	9270	10995	162968	164694	0.0	3076
CP079719.1	CP079719.1	98.973	1753	15	2	91951	93702	9233	10983	0.0	3075
CP079719.1	CP079719.1	98.973	1753	15	2	9233	10983	91951	93702	0.0	3075
CP079719.1	CP079719.1	99.479	1727	8	1	168905	170631	9270	10995	0.0	3071
CP079719.1	CP079719.1	99.479	1727	8	1	9270	10995	168905	170631	0.0	3071
CP079719.1	CP079719.1	99.082	1743	6	3	900641	902382	631306	633039	0.0	3067
CP079719.1	CP079719.1	99.082	1743	6	3	631306	633039	900641	902382	0.0	3067
CP079719.1	CP079719.1	99.024	1742	8	2	900642	902382	86099	87832	0.0	3065
CP079719.1	CP079719.1	99.024	1742	8	2	86099	87832	900642	902382	0.0	3065
CP079719.1	CP079719.1	99.081	1741	13	2	86078	87817	9245	10983	0.0	3062
CP079719.1	CP079719.1	99.081	1741	13	2	9245	10983	86078	87817	0.0	3062
CP079719.1	CP079719.1	99.592	1714	7	0	3095258	3096971	10983	9270	0.0	3060
CP079719.1	CP079719.1	99.592	1714	7	0	9270	10983	3096971	3095258	0.0	3060
CP079719.1	CP079719.1	99.592	1714	6	1	631312	633024	9270	10983	0.0	3057
CP079719.1	CP079719.1	99.592	1714	6	1	9270	10983	631312	633024	0.0	3057
CP079719.1	CP079719.1	99.245	1722	5	1	900647	902368	9270	10983	0.0	3050
CP079719.1	CP079719.1	99.245	1722	5	1	9270	10983	900647	902368	0.0	3050
CP079719.1	CP079719.1	97.225	1766	49	0	2009622	2011387	1985762	1987527	0.0	2965
CP079719.1	CP079719.1	97.225	1766	49	0	1985762	1987527	2009622	2011387	0.0	2965
CP079719.1	CP079719.1	70.158	5881	1411	41	774487	780186	775441	781158	0.0	2819
CP079719.1	CP079719.1	69.995	5799	1378	49	775630	781157	774487	780194	0.0	2719
CP079719.1	CP079719.1	69.260	6233	1581	44	774494	780491	775025	781157	0.0	2707
CP079719.1	CP079719.1	68.888	6528	1705	48	774496	780815	774748	781157	0.0	2694
CP079719.1	CP079719.1	68.359	6659	1626	60	774818	781158	774483	780978	0.0	2673
CP079719.1	CP079719.1	74.159	4280	1005	41	3388410	3392624	3384116	3388359	0.0	2639
CP079719.1	CP079719.1	74.159	4280	1005	41	3384116	3388359	3388410	3392624	0.0	2639
CP079719.1	CP079719.1	68.664	6242	1542	50	775096	781139	774511	780536	0.0	2587
CP079719.1	CP079719.1	68.652	6112	1556	41	774511	780334	775096	781135	0.0	2525
CP079719.1	CP079719.1	68.455	6188	1590	47	775142	781157	774494	780491	0.0	2474
CP079719.1	CP079719.1	98.559	1388	15	4	2302468	2303852	2131845	2133230	0.0	2400
CP079719.1	CP079719.1	98.559	1388	15	4	2131845	2133230	2302468	2303852	0.0	2400
CP079719.1	CP079719.1	68.477	5929	1554	39	775441	781135	774487	780334	0.0	2375
CP079719.1	CP079719.1	68.211	5675	1345	53	774529	779906	775645	781157	0.0	2277
CP079719.1	CP079719.1	99.684	1264	2	2	2991689	2992951	2348731	2349993	0.0	2255
CP079719.1	CP079719.1	99.684	1264	2	2	2348731	2349993	2991689	2992951	0.0	2255
CP079719.1	CP079719.1	80.976	2376	391	22	2129134	2131480	2047652	2049995	0.0	2204
CP079719.1	CP079719.1	80.976	2376	391	22	2047652	2049995	2129134	2131480	0.0	2204
CP079719.1	CP079719.1	68.549	5119	1336	31	776176	781139	774520	779519	0.0	2081
CP079719.1	CP079719.1	68.588	5119	1334	33	774520	779519	776176	781139	0.0	2081
